Year,County,PSI,PSIDescription,Count,Population,ObsRate
2013,Amador,26,Transfusion Reaction,0 ," 32,252 ",0.00
2014,Amador,26,Transfusion Reaction,0 ," 33,224 ",0.00
2015,Amador,26,Transfusion Reaction,0 ," 24,635 ",0.00
2005,Butte,26,Transfusion Reaction,0 ," 165,310 ",0.00
2006,Butte,26,Transfusion Reaction,0 ," 167,351 ",0.00
2007,Butte,26,Transfusion Reaction,0 ," 168,208 ",0.00
2008,Butte,26,Transfusion Reaction,0 ," 169,793 ",0.00
2009,Butte,26,Transfusion Reaction,0 ," 170,726 ",0.00
2010,Butte,26,Transfusion Reaction,0 ," 171,576 ",0.00
2011,Butte,26,Transfusion Reaction,0 ," 172,643 ",0.00
2012,Butte,26,Transfusion Reaction,1 ," 169,573 ",0.59
2013,Butte,26,Transfusion Reaction,0 ," 170,817 ",0.00
2014,Butte,26,Transfusion Reaction,0 ," 175,975 ",0.00
2015,Butte,26,Transfusion Reaction,0 ," 128,928 ",0.00
2005,Calaveras,26,Transfusion Reaction,0 ," 35,913 ",0.00
2006,Calaveras,26,Transfusion Reaction,1 ," 36,599 ",2.73
2007,Calaveras,26,Transfusion Reaction,1 ," 36,944 ",2.71
2008,Calaveras,26,Transfusion Reaction,0 ," 37,092 ",0.00
2009,Calaveras,26,Transfusion Reaction,0 ," 36,875 ",0.00
2010,Calaveras,26,Transfusion Reaction,0 ," 36,801 ",0.00
2011,Calaveras,26,Transfusion Reaction,0 ," 36,652 ",0.00
2012,Calaveras,26,Transfusion Reaction,0 ," 37,597 ",0.00
2013,Calaveras,26,Transfusion Reaction,0 ," 37,646 ",0.00
2014,Calaveras,26,Transfusion Reaction,0 ," 38,886 ",0.00
2015,Calaveras,26,Transfusion Reaction,0 ," 28,698 ",0.00
2005,Colusa,26,Transfusion Reaction,0 ," 14,456 ",0.00
2006,Colusa,26,Transfusion Reaction,0 ," 14,677 ",0.00
2007,Colusa,26,Transfusion Reaction,0 ," 14,837 ",0.00
2008,Colusa,26,Transfusion Reaction,0 ," 14,891 ",0.00
2009,Colusa,26,Transfusion Reaction,0 ," 14,960 ",0.00
2010,Colusa,26,Transfusion Reaction,0 ," 15,117 ",0.00
2011,Colusa,26,Transfusion Reaction,0 ," 15,206 ",0.00
2012,Colusa,26,Transfusion Reaction,0 ," 16,676 ",0.00
2013,Colusa,26,Transfusion Reaction,0 ," 16,775 ",0.00
2014,Colusa,26,Transfusion Reaction,0 ," 16,640 ",0.00
2015,Colusa,26,Transfusion Reaction,0 ," 13,258 ",0.00
2005,Contra Costa,26,Transfusion Reaction,0 ," 744,835 ",0.00
2006,Contra Costa,26,Transfusion Reaction,2 ," 747,747 ",0.27
2007,Contra Costa,26,Transfusion Reaction,0 ," 755,752 ",0.00
2008,Contra Costa,26,Transfusion Reaction,0 ," 767,612 ",0.00
2009,Contra Costa,26,Transfusion Reaction,0 ," 780,970 ",0.00
2010,Contra Costa,26,Transfusion Reaction,0 ," 793,960 ",0.00
2011,Contra Costa,26,Transfusion Reaction,0 ," 808,054 ",0.00
2012,Contra Costa,26,Transfusion Reaction,0 ," 793,369 ",0.00
2013,Contra Costa,26,Transfusion Reaction,0 ," 808,882 ",0.00
2014,Contra Costa,26,Transfusion Reaction,1 ," 818,959 ",0.12
2015,Contra Costa,26,Transfusion Reaction,0 ," 620,275 ",0.00
2005,Del Norte,26,Transfusion Reaction,0 ," 22,067 ",0.00
2006,Del Norte,26,Transfusion Reaction,0 ," 22,055 ",0.00
2007,Del Norte,26,Transfusion Reaction,0 ," 22,315 ",0.00
2008,Del Norte,26,Transfusion Reaction,0 ," 22,398 ",0.00
2009,Del Norte,26,Transfusion Reaction,0 ," 22,525 ",0.00
2010,Del Norte,26,Transfusion Reaction,0 ," 22,507 ",0.00
2011,Del Norte,26,Transfusion Reaction,0 ," 22,606 ",0.00
2012,Del Norte,26,Transfusion Reaction,0 ," 23,687 ",0.00
2013,Del Norte,26,Transfusion Reaction,0 ," 23,420 ",0.00
2014,Del Norte,26,Transfusion Reaction,0 ," 23,656 ",0.00
2015,Del Norte,26,Transfusion Reaction,0 ," 17,650 ",0.00
2005,El Dorado,26,Transfusion Reaction,0 ," 132,739 ",0.00
2006,El Dorado,26,Transfusion Reaction,0 ," 134,458 ",0.00
2007,El Dorado,26,Transfusion Reaction,0 ," 135,852 ",0.00
2008,El Dorado,26,Transfusion Reaction,0 ," 137,534 ",0.00
2009,El Dorado,26,Transfusion Reaction,0 ," 139,337 ",0.00
2010,El Dorado,26,Transfusion Reaction,0 ," 140,597 ",0.00
2011,El Dorado,26,Transfusion Reaction,0 ," 141,461 ",0.00
2012,El Dorado,26,Transfusion Reaction,0 ," 139,213 ",0.00
2013,El Dorado,26,Transfusion Reaction,0 ," 140,808 ",0.00
2014,El Dorado,26,Transfusion Reaction,0 ," 146,643 ",0.00
2015,El Dorado,26,Transfusion Reaction,0 ," 106,572 ",0.00
2005,Fresno,26,Transfusion Reaction,0 ," 605,300 ",0.00
2006,Fresno,26,Transfusion Reaction,0 ," 614,966 ",0.00
2007,Fresno,26,Transfusion Reaction,0 ," 624,332 ",0.00
2008,Fresno,26,Transfusion Reaction,0 ," 634,600 ",0.00
2009,Fresno,26,Transfusion Reaction,0 ," 644,386 ",0.00
2010,Fresno,26,Transfusion Reaction,0 ," 654,204 ",0.00
2011,Fresno,26,Transfusion Reaction,1 ," 664,750 ",0.15
2012,Fresno,26,Transfusion Reaction,2 ," 642,666 ",0.31
2013,Fresno,26,Transfusion Reaction,0 ," 650,435 ",0.00
2014,Fresno,26,Transfusion Reaction,0 ," 679,486 ",0.00
2015,Fresno,26,Transfusion Reaction,0 ," 491,442 ",0.00
2005,Glenn,26,Transfusion Reaction,0 ," 19,553 ",0.00
2006,Glenn,26,Transfusion Reaction,0 ," 19,729 ",0.00
2007,Glenn,26,Transfusion Reaction,0 ," 19,842 ",0.00
2008,Glenn,26,Transfusion Reaction,0 ," 20,067 ",0.00
2009,Glenn,26,Transfusion Reaction,0 ," 20,155 ",0.00
2010,Glenn,26,Transfusion Reaction,0 ," 20,313 ",0.00
2011,Glenn,26,Transfusion Reaction,0 ," 20,400 ",0.00
2012,Glenn,26,Transfusion Reaction,0 ," 21,643 ",0.00
2013,Glenn,26,Transfusion Reaction,0 ," 21,703 ",0.00
2014,Glenn,26,Transfusion Reaction,0 ," 21,574 ",0.00
2015,Glenn,26,Transfusion Reaction,0 ," 16,846 ",0.00
2005,Humboldt,26,Transfusion Reaction,0 ," 102,809 ",0.00
2006,Humboldt,26,Transfusion Reaction,0 ," 103,611 ",0.00
2007,Humboldt,26,Transfusion Reaction,0 ," 103,821 ",0.00
2008,Humboldt,26,Transfusion Reaction,0 ," 104,570 ",0.00
2009,Humboldt,26,Transfusion Reaction,0 ," 105,478 ",0.00
2010,Humboldt,26,Transfusion Reaction,0 ," 106,717 ",0.00
2011,Humboldt,26,Transfusion Reaction,0 ," 107,013 ",0.00
2012,Humboldt,26,Transfusion Reaction,0 ," 105,607 ",0.00
2013,Humboldt,26,Transfusion Reaction,0 ," 105,726 ",0.00
2014,Humboldt,26,Transfusion Reaction,0 ," 108,619 ",0.00
2015,Humboldt,26,Transfusion Reaction,0 ," 79,121 ",0.00
2005,Imperial,26,Transfusion Reaction,0 ," 109,478 ",0.00
2006,Imperial,26,Transfusion Reaction,0 ," 112,879 ",0.00
2007,Imperial,26,Transfusion Reaction,0 ," 115,944 ",0.00
2008,Imperial,26,Transfusion Reaction,0 ," 118,550 ",0.00
2009,Imperial,26,Transfusion Reaction,0 ," 121,552 ",0.00
2010,Imperial,26,Transfusion Reaction,0 ," 124,055 ",0.00
2011,Imperial,26,Transfusion Reaction,1 ," 125,985 ",0.79
2012,Imperial,26,Transfusion Reaction,0 ," 122,385 ",0.00
2013,Imperial,26,Transfusion Reaction,0 ," 122,276 ",0.00
2014,Imperial,26,Transfusion Reaction,0 ," 130,127 ",0.00
2015,Imperial,26,Transfusion Reaction,0 ," 92,754 ",0.00
2005,Inyo,26,Transfusion Reaction,0 ," 14,549 ",0.00
2006,Inyo,26,Transfusion Reaction,0 ," 14,456 ",0.00
2007,Inyo,26,Transfusion Reaction,0 ," 14,505 ",0.00
2008,Inyo,26,Transfusion Reaction,0 ," 14,485 ",0.00
2009,Inyo,26,Transfusion Reaction,0 ," 14,651 ",0.00
2010,Inyo,26,Transfusion Reaction,0 ," 14,670 ",0.00
2011,Inyo,26,Transfusion Reaction,0 ," 14,640 ",0.00
2012,Inyo,26,Transfusion Reaction,0 ," 16,277 ",0.00
2013,Inyo,26,Transfusion Reaction,0 ," 16,250 ",0.00
2014,Inyo,26,Transfusion Reaction,0 ," 15,730 ",0.00
2015,Inyo,26,Transfusion Reaction,0 ," 12,814 ",0.00
2005,Kern,26,Transfusion Reaction,0 ," 526,395 ",0.00
2006,Kern,26,Transfusion Reaction,0 ," 544,084 ",0.00
2007,Kern,26,Transfusion Reaction,1 ," 557,795 ",0.18
2008,Kern,26,Transfusion Reaction,0 ," 568,635 ",0.00
2009,Kern,26,Transfusion Reaction,0 ," 578,043 ",0.00
2010,Kern,26,Transfusion Reaction,0 ," 587,730 ",0.00
2011,Kern,26,Transfusion Reaction,2 ," 597,565 ",0.33
2012,Kern,26,Transfusion Reaction,1 ," 576,340 ",0.17
2013,Kern,26,Transfusion Reaction,0 ," 583,929 ",0.00
2014,Kern,26,Transfusion Reaction,0 ," 622,019 ",0.00
2015,Kern,26,Transfusion Reaction,0 ," 441,243 ",0.00
2005,Kings,26,Transfusion Reaction,0 ," 104,744 ",0.00
2006,Kings,26,Transfusion Reaction,0 ," 106,917 ",0.00
2007,Kings,26,Transfusion Reaction,0 ," 108,972 ",0.00
2008,Kings,26,Transfusion Reaction,0 ," 110,111 ",0.00
2009,Kings,26,Transfusion Reaction,0 ," 109,913 ",0.00
2010,Kings,26,Transfusion Reaction,0 ," 110,532 ",0.00
2011,Kings,26,Transfusion Reaction,0 ," 111,322 ",0.00
2012,Kings,26,Transfusion Reaction,0 ," 107,485 ",0.00
2013,Kings,26,Transfusion Reaction,0 ," 107,035 ",0.00
2014,Kings,26,Transfusion Reaction,0 ," 114,326 ",0.00
2015,Kings,26,Transfusion Reaction,0 ," 78,983 ",0.00
2005,Lake,26,Transfusion Reaction,0 ," 49,529 ",0.00
2006,Lake,26,Transfusion Reaction,0 ," 49,985 ",0.00
2007,Lake,26,Transfusion Reaction,0 ," 50,130 ",0.00
2008,Lake,26,Transfusion Reaction,0 ," 50,505 ",0.00
2009,Lake,26,Transfusion Reaction,0 ," 50,721 ",0.00
2010,Lake,26,Transfusion Reaction,0 ," 51,151 ",0.00
2011,Lake,26,Transfusion Reaction,0 ," 51,085 ",0.00
2012,Lake,26,Transfusion Reaction,0 ," 51,501 ",0.00
2013,Lake,26,Transfusion Reaction,0 ," 51,581 ",0.00
2014,Lake,26,Transfusion Reaction,0 ," 52,953 ",0.00
2015,Lake,26,Transfusion Reaction,0 ," 39,003 ",0.00
2005,Lassen,26,Transfusion Reaction,0 ," 27,722 ",0.00
2006,Lassen,26,Transfusion Reaction,0 ," 27,919 ",0.00
2007,Lassen,26,Transfusion Reaction,0 ," 29,030 ",0.00
2008,Lassen,26,Transfusion Reaction,0 ," 28,658 ",0.00
2009,Lassen,26,Transfusion Reaction,0 ," 28,696 ",0.00
2010,Lassen,26,Transfusion Reaction,0 ," 28,485 ",0.00
2011,Lassen,26,Transfusion Reaction,0 ," 28,179 ",0.00
2012,Lassen,26,Transfusion Reaction,0 ," 29,146 ",0.00
2013,Lassen,26,Transfusion Reaction,0 ," 27,797 ",0.00
2014,Lassen,26,Transfusion Reaction,0 ," 29,236 ",0.00
2015,Lassen,26,Transfusion Reaction,0 ," 20,747 ",0.00
2005,Los Angeles,26,Transfusion Reaction,4 ," 7,202,516 ",0.06
2006,Los Angeles,26,Transfusion Reaction,6 ," 7,208,716 ",0.08
2007,Los Angeles,26,Transfusion Reaction,0 ," 7,223,112 ",0.00
2008,Los Angeles,26,Transfusion Reaction,4 ," 7,281,072 ",0.05
2009,Los Angeles,26,Transfusion Reaction,2 ," 7,353,912 ",0.03
2010,Los Angeles,26,Transfusion Reaction,2 ," 7,416,633 ",0.03
2011,Los Angeles,26,Transfusion Reaction,2 ," 7,504,083 ",0.03
2012,Los Angeles,26,Transfusion Reaction,4 ," 7,317,992 ",0.05
2013,Los Angeles,26,Transfusion Reaction,3 ," 7,410,685 ",0.04
2014,Los Angeles,26,Transfusion Reaction,5 ," 7,525,122 ",0.07
2015,Los Angeles,26,Transfusion Reaction,4 ," 5,622,301 ",0.07
2005,Madera,26,Transfusion Reaction,0 ," 100,047 ",0.00
2006,Madera,26,Transfusion Reaction,0 ," 102,344 ",0.00
2007,Madera,26,Transfusion Reaction,0 ," 104,227 ",0.00
2008,Madera,26,Transfusion Reaction,0 ," 105,909 ",0.00
2009,Madera,26,Transfusion Reaction,0 ," 106,674 ",0.00
2010,Madera,26,Transfusion Reaction,0 ," 108,385 ",0.00
2011,Madera,26,Transfusion Reaction,0 ," 109,902 ",0.00
2012,Madera,26,Transfusion Reaction,0 ," 106,934 ",0.00
2013,Madera,26,Transfusion Reaction,0 ," 107,252 ",0.00
2014,Madera,26,Transfusion Reaction,0 ," 113,845 ",0.00
2015,Madera,26,Transfusion Reaction,0 ," 81,407 ",0.00
2005,Marin,26,Transfusion Reaction,0 ," 194,828 ",0.00
2006,Marin,26,Transfusion Reaction,2 ," 194,956 ",1.03
2007,Marin,26,Transfusion Reaction,1 ," 196,294 ",0.51
2008,Marin,26,Transfusion Reaction,0 ," 197,929 ",0.00
2009,Marin,26,Transfusion Reaction,0 ," 199,904 ",0.00
2010,Marin,26,Transfusion Reaction,0 ," 201,547 ",0.00
2011,Marin,26,Transfusion Reaction,0 ," 203,181 ",0.00
2012,Marin,26,Transfusion Reaction,0 ," 200,046 ",0.00
2013,Marin,26,Transfusion Reaction,2 ," 202,161 ",0.99
2014,Marin,26,Transfusion Reaction,0 ," 201,613 ",0.00
2015,Marin,26,Transfusion Reaction,1 ," 152,906 ",0.65
2005,Mariposa,26,Transfusion Reaction,0 ," 14,466 ",0.00
2006,Mariposa,26,Transfusion Reaction,0 ," 14,728 ",0.00
2007,Mariposa,26,Transfusion Reaction,0 ," 14,903 ",0.00
2008,Mariposa,26,Transfusion Reaction,0 ," 14,996 ",0.00
2009,Mariposa,26,Transfusion Reaction,0 ," 14,925 ",0.00
2010,Mariposa,26,Transfusion Reaction,0 ," 15,017 ",0.00
2011,Mariposa,26,Transfusion Reaction,0 ," 15,033 ",0.00
2012,Mariposa,26,Transfusion Reaction,0 ," 16,563 ",0.00
2013,Mariposa,26,Transfusion Reaction,0 ," 16,491 ",0.00
2014,Mariposa,26,Transfusion Reaction,0 ," 16,334 ",0.00
2015,Mariposa,26,Transfusion Reaction,0 ," 12,911 ",0.00
2005,Mendocino,26,Transfusion Reaction,0 ," 67,693 ",0.00
2006,Mendocino,26,Transfusion Reaction,0 ," 67,469 ",0.00
2007,Mendocino,26,Transfusion Reaction,0 ," 67,582 ",0.00
2008,Mendocino,26,Transfusion Reaction,0 ," 68,025 ",0.00
2009,Mendocino,26,Transfusion Reaction,0 ," 68,421 ",0.00
2010,Mendocino,26,Transfusion Reaction,0 ," 68,517 ",0.00
2011,Mendocino,26,Transfusion Reaction,0 ," 68,336 ",0.00
2012,Mendocino,26,Transfusion Reaction,0 ," 68,344 ",0.00
2013,Mendocino,26,Transfusion Reaction,0 ," 68,379 ",0.00
2014,Mendocino,26,Transfusion Reaction,0 ," 69,334 ",0.00
2015,Mendocino,26,Transfusion Reaction,0 ," 51,516 ",0.00
2005,Merced,26,Transfusion Reaction,0 ," 162,795 ",0.00
2006,Merced,26,Transfusion Reaction,0 ," 165,009 ",0.00
2007,Merced,26,Transfusion Reaction,0 ," 167,724 ",0.00
2008,Merced,26,Transfusion Reaction,0 ," 169,736 ",0.00
2009,Merced,26,Transfusion Reaction,0 ," 171,809 ",0.00
2010,Merced,26,Transfusion Reaction,0 ," 175,232 ",0.00
2011,Merced,26,Transfusion Reaction,0 ," 178,783 ",0.00
2012,Merced,26,Transfusion Reaction,0 ," 174,274 ",0.00
2013,Merced,26,Transfusion Reaction,0 ," 176,084 ",0.00
2014,Merced,26,Transfusion Reaction,1 ," 184,892 ",0.54
2015,Merced,26,Transfusion Reaction,0 ," 133,727 ",0.00
2005,Modoc,26,Transfusion Reaction,0 ," 7,407 ",0.00
2006,Modoc,26,Transfusion Reaction,0 ," 7,461 ",0.00
2007,Modoc,26,Transfusion Reaction,0 ," 7,429 ",0.00
2008,Modoc,26,Transfusion Reaction,0 ," 7,469 ",0.00
2009,Modoc,26,Transfusion Reaction,0 ," 7,565 ",0.00
2010,Modoc,26,Transfusion Reaction,0 ," 7,599 ",0.00
2011,Modoc,26,Transfusion Reaction,0 ," 7,517 ",0.00
2012,Modoc,26,Transfusion Reaction,0 ," 9,249 ",0.00
2013,Modoc,26,Transfusion Reaction,0 ," 9,141 ",0.00
2014,Modoc,26,Transfusion Reaction,0 ," 8,570 ",0.00
2015,Modoc,26,Transfusion Reaction,0 ," 7,417 ",0.00
2005,Mono,26,Transfusion Reaction,0 ," 10,514 ",0.00
2006,Mono,26,Transfusion Reaction,0 ," 10,747 ",0.00
2007,Mono,26,Transfusion Reaction,0 ," 10,719 ",0.00
2008,Mono,26,Transfusion Reaction,0 ," 10,892 ",0.00
2009,Mono,26,Transfusion Reaction,0 ," 11,055 ",0.00
2010,Mono,26,Transfusion Reaction,0 ," 11,224 ",0.00
2011,Mono,26,Transfusion Reaction,0 ," 11,294 ",0.00
2012,Mono,26,Transfusion Reaction,0 ," 13,186 ",0.00
2013,Mono,26,Transfusion Reaction,0 ," 12,990 ",0.00
2014,Mono,26,Transfusion Reaction,0 ," 12,503 ",0.00
2015,Mono,26,Transfusion Reaction,0 ," 10,444 ",0.00
2005,Monterey,26,Transfusion Reaction,0 ," 294,634 ",0.00
2006,Monterey,26,Transfusion Reaction,0 ," 292,832 ",0.00
2007,Monterey,26,Transfusion Reaction,0 ," 293,684 ",0.00
2008,Monterey,26,Transfusion Reaction,1 ," 296,155 ",0.34
2009,Monterey,26,Transfusion Reaction,0 ," 299,502 ",0.00
2010,Monterey,26,Transfusion Reaction,1 ," 304,351 ",0.33
2011,Monterey,26,Transfusion Reaction,0 ," 308,056 ",0.00
2012,Monterey,26,Transfusion Reaction,0 ," 301,958 ",0.00
2013,Monterey,26,Transfusion Reaction,0 ," 304,287 ",0.00
2014,Monterey,26,Transfusion Reaction,0 ," 305,907 ",0.00
2015,Monterey,26,Transfusion Reaction,0 ," 229,305 ",0.00
2005,Napa,26,Transfusion Reaction,0 ," 99,628 ",0.00
2006,Napa,26,Transfusion Reaction,0 ," 100,569 ",0.00
2007,Napa,26,Transfusion Reaction,0 ," 101,701 ",0.00
2008,Napa,26,Transfusion Reaction,0 ," 102,958 ",0.00
2009,Napa,26,Transfusion Reaction,0 ," 103,909 ",0.00
2010,Napa,26,Transfusion Reaction,0 ," 105,302 ",0.00
2011,Napa,26,Transfusion Reaction,0 ," 106,488 ",0.00
2012,Napa,26,Transfusion Reaction,0 ," 106,095 ",0.00
2013,Napa,26,Transfusion Reaction,0 ," 107,433 ",0.00
2014,Napa,26,Transfusion Reaction,0 ," 108,610 ",0.00
2015,Napa,26,Transfusion Reaction,0 ," 82,361 ",0.00
2005,Nevada,26,Transfusion Reaction,0 ," 77,111 ",0.00
2006,Nevada,26,Transfusion Reaction,0 ," 77,728 ",0.00
2007,Nevada,26,Transfusion Reaction,0 ," 78,179 ",0.00
2008,Nevada,26,Transfusion Reaction,0 ," 78,803 ",0.00
2009,Nevada,26,Transfusion Reaction,0 ," 79,505 ",0.00
2010,Nevada,26,Transfusion Reaction,0 ," 80,097 ",0.00
2011,Nevada,26,Transfusion Reaction,0 ," 80,389 ",0.00
2012,Nevada,26,Transfusion Reaction,0 ," 80,329 ",0.00
2013,Nevada,26,Transfusion Reaction,0 ," 80,699 ",0.00
2014,Nevada,26,Transfusion Reaction,0 ," 82,513 ",0.00
2015,Nevada,26,Transfusion Reaction,0 ," 61,125 ",0.00
2005,Orange,26,Transfusion Reaction,2 ," 2,180,617 ",0.09
2006,Orange,26,Transfusion Reaction,0 ," 2,185,121 ",0.00
2007,Orange,26,Transfusion Reaction,0 ," 2,194,736 ",0.00
2008,Orange,26,Transfusion Reaction,0 ," 2,219,901 ",0.00
2009,Orange,26,Transfusion Reaction,0 ," 2,249,030 ",0.00
2010,Orange,26,Transfusion Reaction,2 ," 2,279,215 ",0.09
2011,Orange,26,Transfusion Reaction,2 ," 2,319,605 ",0.09
2012,Orange,26,Transfusion Reaction,1 ," 2,270,432 ",0.04
2013,Orange,26,Transfusion Reaction,1 ," 2,303,808 ",0.04
2014,Orange,26,Transfusion Reaction,0 ," 2,330,275 ",0.00
2015,Orange,26,Transfusion Reaction,0 ," 1,754,644 ",0.00
2005,Placer,26,Transfusion Reaction,0 ," 233,967 ",0.00
2006,Placer,26,Transfusion Reaction,0 ," 241,760 ",0.00
2007,Placer,26,Transfusion Reaction,0 ," 247,749 ",0.00
2008,Placer,26,Transfusion Reaction,0 ," 254,728 ",0.00
2009,Placer,26,Transfusion Reaction,0 ," 260,230 ",0.00
2010,Placer,26,Transfusion Reaction,0 ," 265,780 ",0.00
2011,Placer,26,Transfusion Reaction,1 ," 272,624 ",0.37
2012,Placer,26,Transfusion Reaction,0 ," 269,220 ",0.00
2013,Placer,26,Transfusion Reaction,0 ," 275,142 ",0.00
2014,Placer,26,Transfusion Reaction,0 ," 291,385 ",0.00
2015,Placer,26,Transfusion Reaction,0 ," 211,518 ",0.00
2005,Plumas,26,Transfusion Reaction,0 ," 16,762 ",0.00
2006,Plumas,26,Transfusion Reaction,0 ," 16,591 ",0.00
2007,Plumas,26,Transfusion Reaction,0 ," 16,601 ",0.00
2008,Plumas,26,Transfusion Reaction,0 ," 16,521 ",0.00
2009,Plumas,26,Transfusion Reaction,0 ," 16,384 ",0.00
2010,Plumas,26,Transfusion Reaction,0 ," 16,311 ",0.00
2011,Plumas,26,Transfusion Reaction,0 ," 16,239 ",0.00
2012,Plumas,26,Transfusion Reaction,0 ," 17,560 ",0.00
2013,Plumas,26,Transfusion Reaction,0 ," 17,229 ",0.00
2014,Plumas,26,Transfusion Reaction,0 ," 16,981 ",0.00
2015,Plumas,26,Transfusion Reaction,0 ," 13,235 ",0.00
2005,Riverside,26,Transfusion Reaction,0 ," 1,365,225 ",0.00
2006,Riverside,26,Transfusion Reaction,0 ," 1,423,074 ",0.00
2007,Riverside,26,Transfusion Reaction,0 ," 1,468,741 ",0.00
2008,Riverside,26,Transfusion Reaction,1 ," 1,497,677 ",0.07
2009,Riverside,26,Transfusion Reaction,1 ," 1,532,584 ",0.07
2010,Riverside,26,Transfusion Reaction,0 ," 1,579,716 ",0.00
2011,Riverside,26,Transfusion Reaction,1 ," 1,618,245 ",0.06
2012,Riverside,26,Transfusion Reaction,3 ," 1,578,971 ",0.19
2013,Riverside,26,Transfusion Reaction,0 ," 1,608,253 ",0.00
2014,Riverside,26,Transfusion Reaction,3 ," 1,723,126 ",0.17
2015,Riverside,26,Transfusion Reaction,1 ," 1,235,866 ",0.08
2005,Sacramento,26,Transfusion Reaction,0 ," 1,001,691 ",0.00
2006,Sacramento,26,Transfusion Reaction,0 ," 1,010,429 ",0.00
2007,Sacramento,26,Transfusion Reaction,2 ," 1,020,852 ",0.20
2008,Sacramento,26,Transfusion Reaction,0 ," 1,032,542 ",0.00
2009,Sacramento,26,Transfusion Reaction,0 ," 1,046,094 ",0.00
2010,Sacramento,26,Transfusion Reaction,0 ," 1,058,518 ",0.00
2011,Sacramento,26,Transfusion Reaction,4 ," 1,075,584 ",0.37
2012,Sacramento,26,Transfusion Reaction,1 ," 1,052,498 ",0.10
2013,Sacramento,26,Transfusion Reaction,0 ," 1,066,996 ",0.00
2014,Sacramento,26,Transfusion Reaction,0 ," 1,102,714 ",0.00
2015,Sacramento,26,Transfusion Reaction,0 ," 812,828 ",0.00
2005,San Benito,26,Transfusion Reaction,0 ," 38,212 ",0.00
2006,San Benito,26,Transfusion Reaction,0 ," 37,946 ",0.00
2007,San Benito,26,Transfusion Reaction,0 ," 37,962 ",0.00
2008,San Benito,26,Transfusion Reaction,0 ," 38,262 ",0.00
2009,San Benito,26,Transfusion Reaction,0 ," 38,665 ",0.00
2010,San Benito,26,Transfusion Reaction,0 ," 39,605 ",0.00
2011,San Benito,26,Transfusion Reaction,0 ," 40,265 ",0.00
2012,San Benito,26,Transfusion Reaction,0 ," 41,402 ",0.00
2013,San Benito,26,Transfusion Reaction,0 ," 42,194 ",0.00
2014,San Benito,26,Transfusion Reaction,0 ," 41,257 ",0.00
2015,San Benito,26,Transfusion Reaction,1 ," 33,017 ",3.03
2005,San Bernardino,26,Transfusion Reaction,2 ," 1,347,408 ",0.15
2006,San Bernardino,26,Transfusion Reaction,0 ," 1,373,516 ",0.00
2007,San Bernardino,26,Transfusion Reaction,1 ," 1,390,849 ",0.07
2008,San Bernardino,26,Transfusion Reaction,0 ," 1,405,191 ",0.00
2009,San Bernardino,26,Transfusion Reaction,0 ," 1,420,975 ",0.00
2010,San Bernardino,26,Transfusion Reaction,1 ," 1,447,189 ",0.07
2011,San Bernardino,26,Transfusion Reaction,1 ," 1,474,036 ",0.07
2012,San Bernardino,26,Transfusion Reaction,1 ," 1,428,592 ",0.07
2013,San Bernardino,26,Transfusion Reaction,0 ," 1,446,673 ",0.00
2014,San Bernardino,26,Transfusion Reaction,0 ," 1,521,005 ",0.00
2015,San Bernardino,26,Transfusion Reaction,1 ," 1,099,744 ",0.09
2005,San Diego,26,Transfusion Reaction,1 ," 2,214,544 ",0.05
2006,San Diego,26,Transfusion Reaction,1 ," 2,229,606 ",0.04
2007,San Diego,26,Transfusion Reaction,2 ," 2,257,236 ",0.09
2008,San Diego,26,Transfusion Reaction,0 ," 2,296,616 ",0.00
2009,San Diego,26,Transfusion Reaction,0 ," 2,332,413 ",0.00
2010,San Diego,26,Transfusion Reaction,1 ," 2,372,232 ",0.04
2011,San Diego,26,Transfusion Reaction,10 ," 2,407,960 ",0.42
2012,San Diego,26,Transfusion Reaction,7 ," 2,359,002 ",0.30
2013,San Diego,26,Transfusion Reaction,1 ," 2,394,181 ",0.04
2014,San Diego,26,Transfusion Reaction,1 ," 2,438,827 ",0.04
2015,San Diego,26,Transfusion Reaction,0 ," 1,829,497 ",0.00
2005,San Francisco,26,Transfusion Reaction,1 ," 655,221 ",0.15
2006,San Francisco,26,Transfusion Reaction,0 ," 661,295 ",0.00
2007,San Francisco,26,Transfusion Reaction,1 ," 670,554 ",0.15
2008,San Francisco,26,Transfusion Reaction,0 ," 682,007 ",0.00
2009,San Francisco,26,Transfusion Reaction,0 ," 691,485 ",0.00
2010,San Francisco,26,Transfusion Reaction,0 ," 694,816 ",0.00
2011,San Francisco,26,Transfusion Reaction,0 ," 701,321 ",0.00
2012,San Francisco,26,Transfusion Reaction,2 ," 704,143 ",0.28
2013,San Francisco,26,Transfusion Reaction,1 ," 712,976 ",0.14
2014,San Francisco,26,Transfusion Reaction,0 ," 709,035 ",0.00
2015,San Francisco,26,Transfusion Reaction,0 ," 548,383 ",0.00
2005,San Joaquin,26,Transfusion Reaction,1 ," 458,859 ",0.22
2006,San Joaquin,26,Transfusion Reaction,0 ," 463,522 ",0.00
2007,San Joaquin,26,Transfusion Reaction,0 ," 468,057 ",0.00
2008,San Joaquin,26,Transfusion Reaction,0 ," 471,774 ",0.00
2009,San Joaquin,26,Transfusion Reaction,0 ," 478,055 ",0.00
2010,San Joaquin,26,Transfusion Reaction,0 ," 486,701 ",0.00
